10.10.0.114,25,10.10.1.14,26
10.10.0.115,25,10.10.1.15,25
10.10.0.116,25,10.10.1.16,25
10.10.0.117,26,10.10.1.17,25
10.10.0.118,1,10.10.1.18,26
10.10.0.118,10,10.10.1.19,25
10.10.0.118,11,10.10.1.20,25
10.10.0.118,12,10.10.1.21,25
10.10.0.118,13,10.10.1.22,25
10.10.0.118,14,10.10.1.23,25
10.10.0.118,15,10.10.1.24,25
10.10.0.118,16,10.10.1.25,25
10.10.0.118,17,10.10.1.26,25
10.10.0.119,25,10.10.1.27,26
10.10.0.120,26,10.10.1.28,25
10.10.0.121,26,10.10.1.29,25
10.10.0.122,26,10.10.1.30,25
10.10.0.123,25,10.10.1.31,25
10.10.0.124,26,10.10.1.32,25
10.10.0.125,26,10.10.1.33,25
10.10.0.127,26,10.10.1.34,25
10.10.0.131,26,10.10.1.35,25
10.10.0.132,26,10.10.1.36,25
10.10.0.133,26,10.10.1.37,25
10.10.0.134,26,10.10.1.38,25
10.10.0.135,26,10.10.1.39,25
10.10.0.139,26,10.10.1.40,25
10.10.0.140,26,10.10.1.41,25
10.10.0.142,25,10.10.1.42,25
10.10.0.144,26,10.10.1.43,25
10.10.0.148,26,10.10.1.44,25
10.10.0.149,26,10.10.1.45,25
10.10.0.150,26,10.10.1.46,25
10.10.0.151,26,10.10.1.47,25
10.10.0.152,25,10.10.1.48,25
10.10.0.153,26,10.10.1.49,26
10.10.0.155,21,10.10.1.50,50
10.10.0.156,26,10.10.1.51,25
10.10.0.157,26,10.10.1.52,25
10.10.0.158,25,10.10.1.53,25
10.10.0.159,26,10.10.1.54,25
10.10.0.161,26,10.10.1.55,25
10.10.0.162,26,10.10.1.56,25
10.10.0.163,26,10.10.1.57,26
10.10.0.164,26,10.10.1.58,25
10.10.0.165,26,10.10.1.59,25
10.10.0.166,26,10.10.1.60,25
10.10.0.167,26,10.10.1.61,25
10.10.0.168,26,10.10.1.62,25
10.10.0.171,26,10.10.1.63,25
10.10.0.174,26,10.10.1.64,25
10.10.0.176,26,10.10.1.65,26
10.10.0.178,26,10.10.1.66,26
10.10.0.180,26,10.10.1.67,25
10.10.0.181,26,10.10.1.68,25
10.10.0.182,26,10.10.1.69,25
10.10.0.183,25,10.10.1.70,25
10.10.0.184,25,10.10.1.71,25
10.10.0.185,25,10.10.1.72,25
10.10.0.186,26,10.10.1.73,25
10.10.0.187,25,10.10.1.74,25
10.10.0.188,25,10.10.1.75,25
10.10.0.189,25,10.10.1.76,25
10.10.0.190,25,10.10.1.77,26
10.10.0.191,26,10.10.1.78,26
10.10.0.192,26,10.10.1.79,25
10.10.0.194,25,10.10.1.80,25
10.10.0.196,25,10.10.1.81,26
10.10.0.197,26,10.10.1.82,25
10.10.0.198,26,10.10.1.83,25
10.10.0.199,25,10.10.1.84,25
10.10.0.200,26,10.10.1.85,25
10.10.0.201,26,10.10.1.86,25
10.10.0.202,26,10.10.1.87,26
10.10.0.203,26,10.10.1.88,25
10.10.0.204,26,10.10.1.89,25
10.10.0.205,26,10.10.1.90,25
10.10.0.206,26,10.10.1.91,26
10.10.0.207,26,10.10.1.92,26
10.10.0.220,26,10.10.1.93,25
10.10.0.221,25,10.10.1.94,26
10.10.0.224,26,10.10.1.95,26
10.10.0.225,26,10.10.1.96,25
10.10.0.227,26,10.10.1.97,25
10.10.0.228,26,10.10.1.98,25
10.10.0.233,26,10.10.1.99,25
10.10.0.248,27,10.10.1.100,25
10.10.0.248,28,10.10.1.101,9
10.10.0.249,26,10.10.1.102,25
10.10.0.250,26,10.10.1.103,26
10.10.0.250,27,10.10.1.104,27
10.10.0.253,26,10.10.1.105,25
10.10.1.13,25,10.10.1.106,25
10.10.1.14,25,10.10.1.107,25
10.10.1.15,26,10.10.1.108,25
10.10.1.16,26,10.10.1.109,25
10.10.1.17,26,10.10.1.110,25
10.10.1.18,25,10.10.1.111,26
10.10.1.20,26,10.10.1.112,25
10.10.1.22,26,10.10.1.113,25
10.10.1.23,26,10.10.1.114,25
10.10.1.24,26,10.10.1.115,25
10.10.1.25,26,10.10.1.116,25
10.10.1.26,26,10.10.1.117,25
10.10.1.27,25,10.10.1.118,25
10.10.1.31,26,10.10.1.119,25
10.10.1.32,26,10.10.1.120,25
10.10.1.36,26,10.10.1.121,25
10.10.1.37,26,10.10.1.122,25
10.10.1.40,26,10.10.1.123,26
10.10.1.41,26,10.10.1.124,25
10.10.1.42,26,10.10.1.125,25
10.10.1.47,26,10.10.1.126,25
10.10.1.50,49,10.10.1.127,25
10.10.1.57,25,10.10.1.128,26
10.10.1.63,26,10.10.1.129,25
10.10.1.71,26,10.10.1.130,26
10.10.1.75,26,10.10.1.131,25
10.10.1.76,26,10.10.1.132,25
10.10.1.78,25,10.10.1.133,25
10.10.1.80,26,10.10.1.134,26
10.10.1.81,25,10.10.1.135,25
10.10.1.82,26,10.10.1.136,25
10.10.1.83,26,10.10.1.137,25
10.10.1.84,26,10.10.1.138,25
10.10.1.86,26,10.10.1.139,25
10.10.1.87,25,10.10.1.140,25
10.10.1.91,25,10.10.1.141,25
10.10.1.97,26,10.10.1.142,25
10.10.1.98,26,10.10.1.143,25
10.10.1.99,26,10.10.1.144,25
10.10.1.102,26,10.10.1.145,25
10.10.1.103,28,10.10.1.146,25
10.10.1.104,25,10.10.1.147,25
10.10.1.105,26,10.10.1.148,25
10.10.1.111,25,10.10.1.149,25
10.10.1.112,26,10.10.1.150,25
10.10.1.116,26,10.10.1.151,25
10.10.1.118,26,10.10.1.152,26
10.10.1.119,26,10.10.1.153,26
10.10.1.120,26,10.10.1.154,25
10.10.1.121,26,10.10.1.155,25
10.10.1.125,26,10.10.1.156,26
10.10.1.126,26,10.10.1.157,25
10.10.1.130,25,10.10.1.158,25
10.10.1.134,25,10.10.1.159,25
10.10.1.141,26,10.10.1.160,26
10.10.1.150,26,10.10.1.161,25
10.10.1.152,25,10.10.1.162,25
10.10.1.154,26,10.10.1.163,25
10.10.1.156,25,10.10.1.164,26
